symbol,name,fiscal_year,current_price,analyst_tp,analyst_low,analyst_high,consensus,last_updated,price,eps,pe,roe,bvps,debt_assets,ocfps,fcfps,revps,divps
COST,Costco,2021,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,567.0,11.27,50.31,32.0,33.5,0.35,24.0,18.0,594.0,7.28
COST,Costco,2022,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,493.0,13.14,37.52,33.0,38.0,0.35,26.5,20.0,665.0,7.88
COST,Costco,2023,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,682.0,14.16,48.16,35.0,42.0,0.34,29.0,22.5,697.0,8.56
COST,Costco,2024,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,918.0,16.56,55.43,36.5,44.0,0.34,30.5,24.0,740.0,10.0
COST,Costco,2025,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,976.0,18.21,53.6,37.0,47.0,0.33,32.0,25.5,800.0,11.24
CVX,Chevron,2015,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,75.3,2.45,30.73,6.0,40.0,0.14,8.0,3.0,88.0,4.28
CVX,Chevron,2016,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,117.7,0.27,435.93,0.5,39.0,0.16,5.0,0.5,64.0,4.28
CVX,Chevron,2017,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,113.0,3.35,33.73,7.5,38.5,0.16,9.0,5.0,83.0,4.32
CVX,Chevron,2018,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,107.0,7.74,13.82,15.5,44.0,0.16,14.0,9.0,110.0,4.48
CVX,Chevron,2019,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,119.7,6.09,19.66,11.5,44.5,0.18,11.5,7.5,95.0,4.76
CVX,Chevron,2020,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,84.5,-3.99,-21.18,-8.0,38.0,0.24,4.5,-0.5,63.0,5.16
CVX,Chevron,2021,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,118.6,8.14,14.57,16.0,42.0,0.22,13.0,8.5,102.0,5.31
CVX,Chevron,2022,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,181.7,18.28,9.94,30.0,57.0,0.17,23.0,17.5,161.0,5.68
CVX,Chevron,2023,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,146.7,11.36,12.91,18.5,62.0,0.16,17.0,12.0,130.0,6.04
CVX,Chevron,2024,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,156.0,9.72,16.05,15.0,65.0,0.18,15.0,9.0,122.0,6.52
CVX,Chevron,2025,186.64,220.0,170.0,236.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,155.0,6.63,23.38,10.0,68.0,0.19,13.5,8.0,118.0,6.84
DD,DuPont de Nemours,2015,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,58.0,3.25,17.85,15.0,20.0,0.36,4.0,2.5,28.0,1.72
DD,DuPont de Nemours,2016,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,68.0,3.52,19.32,16.0,21.0,0.36,4.5,3.0,28.5,1.72
DD,DuPont de Nemours,2017,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,76.0,-9.5,-8.0,,17.0,0.4,-1.0,-2.5,27.0,1.72
DD,DuPont de Nemours,2018,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,46.0,-1.3,-35.38,,16.0,0.44,2.0,0.5,30.0,1.72
DD,DuPont de Nemours,2019,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,69.0,3.12,22.12,8.0,38.0,0.36,4.5,3.0,36.0,1.56
DD,DuPont de Nemours,2020,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,73.5,2.89,25.43,7.5,36.0,0.36,4.5,3.0,35.5,1.44
DD,DuPont de Nemours,2021,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,78.0,3.1,25.16,7.5,36.5,0.34,5.5,4.0,40.0,1.44
DD,DuPont de Nemours,2022,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,71.0,1.85,38.38,4.5,35.0,0.34,5.0,3.5,42.0,1.44
DD,DuPont de Nemours,2023,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,78.0,2.7,28.89,6.5,36.0,0.32,4.5,3.0,38.0,1.44
DD,DuPont de Nemours,2024,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,81.0,1.45,55.86,3.5,35.5,0.32,4.0,2.5,35.0,1.44
DD,DuPont de Nemours,2025,49.31,72.0,42.0,100.0,Buy,2026-05-30T12:35:17.805760+00:00,48.0,-0.36,-133.33,,32.0,0.3,3.5,2.0,30.0,1.44
DE,Deere & Company,2015,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,75.5,5.77,13.08,22.0,24.0,0.72,7.0,4.0,146.0,2.4
DE,Deere & Company,2016,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,104.4,4.81,21.7,17.0,23.0,0.72,5.5,3.0,134.0,2.4
DE,Deere & Company,2017,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,152.5,6.68,22.83,24.5,25.0,0.72,6.0,3.5,136.0,2.76
DE,Deere & Company,2018,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,149.2,9.85,15.15,32.0,27.0,0.73,8.0,5.0,156.0,3.04
DE,Deere & Company,2019,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,173.4,11.26,15.4,35.0,29.0,0.74,9.0,6.0,168.0,3.4
DE,Deere & Company,2020,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,280.0,9.54,29.35,28.0,31.0,0.74,8.5,5.5,152.0,3.4
DE,Deere & Company,2021,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,356.4,18.99,18.77,55.0,35.0,0.75,14.0,9.0,196.0,3.61
DE,Deere & Company,2022,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,396.8,20.96,18.93,55.0,40.0,0.75,18.0,12.0,242.0,4.28
DE,Deere & Company,2023,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,429.0,34.05,12.6,78.0,47.0,0.76,28.0,20.0,278.0,5.24
DE,Deere & Company,2024,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,390.0,25.62,15.22,57.0,48.0,0.76,22.0,15.0,228.0,6.0
DE,Deere & Company,2025,490.0,485.0,340.0,620.0,Hold,2026-05-30T12:35:17.805760+00:00,490.0,18.5,26.49,38.0,52.0,0.77,16.0,10.0,178.0,6.24
DIS,Walt Disney,2015,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,110.0,3.75,29.33,15.5,22.0,0.23,6.8,4.9,31.0,1.76
DIS,Walt Disney,2016,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,104.0,4.9,21.22,18.0,24.5,0.21,7.8,5.6,33.5,1.78
DIS,Walt Disney,2017,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,105.9,4.37,24.23,15.0,28.0,0.22,8.1,5.1,35.0,1.68
DIS,Walt Disney,2018,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,104.4,7.08,14.75,24.0,32.0,0.25,8.9,5.4,38.5,1.76
DIS,Walt Disney,2019,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,148.3,4.87,30.45,14.0,38.5,0.35,7.8,4.9,41.0,1.76
DIS,Walt Disney,2020,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,177.7,-1.57,-113.18,-4.0,34.5,0.38,-0.5,-2.0,28.5,0.88
DIS,Walt Disney,2021,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,142.4,0.35,406.86,0.9,35.5,0.38,1.5,-0.3,28.0,0.0
DIS,Walt Disney,2022,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,102.0,2.32,43.97,5.5,37.5,0.37,6.3,3.5,38.5,0.0
DIS,Walt Disney,2023,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,89.3,2.53,35.3,5.5,39.5,0.38,6.1,3.8,41.0,0.0
DIS,Walt Disney,2024,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,110.8,5.31,20.87,11.0,43.5,0.36,8.8,6.0,43.5,0.9
DIS,Walt Disney,2025,107.0,129.08,95.0,148.0,Buy,2026-05-30T12:35:17.805760+00:00,113.0,6.85,16.5,12.8,55.8,0.34,9.72,7.2,52.15,0.9
DLR,Digital Realty,2015,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,69.0,1.9,36.32,4.5,32.0,0.52,5.5,2.0,20.0,3.4
DLR,Digital Realty,2016,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,84.0,2.1,40.0,4.5,34.0,0.54,6.0,2.5,22.0,3.4
DLR,Digital Realty,2017,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,108.0,2.3,46.96,4.5,35.0,0.56,7.0,3.0,24.0,3.88
DLR,Digital Realty,2018,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,112.0,2.5,44.8,4.5,37.0,0.56,8.0,3.5,25.0,3.88
DLR,Digital Realty,2019,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,135.0,2.7,50.0,4.5,40.0,0.58,9.0,4.0,28.0,4.32
DLR,Digital Realty,2020,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,142.0,-1.2,-118.33,,38.0,0.6,9.0,3.5,32.0,4.48
DLR,Digital Realty,2021,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,165.0,1.6,103.12,2.5,45.0,0.6,10.0,4.0,38.0,4.64
DLR,Digital Realty,2022,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,116.0,2.2,52.73,3.0,48.0,0.62,11.0,4.5,46.0,4.88
DLR,Digital Realty,2023,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,138.0,-2.1,-65.71,,46.0,0.62,12.0,4.0,56.0,4.88
DLR,Digital Realty,2024,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,168.0,1.62,103.7,2.0,50.0,0.6,13.0,5.0,66.0,4.88
DLR,Digital Realty,2025,188.0,194.28,164.0,220.0,Buy,2026-05-30T12:35:17.805760+00:00,183.0,3.58,51.12,4.0,54.0,0.58,14.0,6.5,73.0,4.88
DUK,Duke Energy,2015,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,72.4,4.05,17.88,8.5,46.0,0.5,9.0,1.0,37.5,3.42
DUK,Duke Energy,2016,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,81.2,3.11,26.11,6.5,47.0,0.52,9.5,0.8,38.0,3.54
DUK,Duke Energy,2017,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,82.2,4.36,18.85,8.5,49.5,0.53,10.0,0.9,37.5,3.64
DUK,Duke Energy,2018,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,88.2,3.76,23.46,7.0,52.0,0.55,10.5,0.5,38.0,3.71
DUK,Duke Energy,2019,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,101.0,4.26,23.71,7.5,53.0,0.56,11.0,1.0,37.5,3.78
DUK,Duke Energy,2020,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,101.2,3.57,28.35,6.0,55.0,0.57,10.5,0.5,36.5,3.86
DUK,Duke Energy,2021,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,107.7,3.94,27.34,6.5,57.0,0.58,11.0,0.8,38.0,3.94
DUK,Duke Energy,2022,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,102.5,3.17,32.33,5.0,60.0,0.59,11.5,1.0,40.0,4.02
DUK,Duke Energy,2023,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,97.0,3.54,27.4,5.5,62.0,0.6,12.0,1.5,42.0,4.1
DUK,Duke Energy,2024,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,109.5,5.71,19.18,8.5,63.0,0.6,12.5,2.0,41.5,4.18
DUK,Duke Energy,2025,129.41,139.22,121.0,150.0,Buy,2026-05-30T12:35:17.805760+00:00,121.0,6.31,19.18,9.0,66.0,0.61,13.0,2.2,44.0,4.26
ECL,Ecolab,2015,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,116.5,4.29,27.16,22.0,19.0,0.4,7.0,5.0,44.0,1.48
ECL,Ecolab,2016,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,117.5,4.81,24.43,24.0,19.5,0.4,7.5,5.5,45.0,1.6
ECL,Ecolab,2017,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,131.0,4.62,28.35,22.0,20.0,0.42,8.0,6.0,46.0,1.72
ECL,Ecolab,2018,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,146.5,4.75,30.84,22.5,20.5,0.44,8.5,6.0,51.0,1.84
ECL,Ecolab,2019,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,200.0,5.34,37.45,24.0,21.0,0.48,9.0,6.5,54.0,1.96
ECL,Ecolab,2020,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,213.0,1.61,132.3,7.5,21.5,0.52,7.0,4.5,50.0,2.04
ECL,Ecolab,2021,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,225.0,2.14,105.14,9.5,22.0,0.52,7.5,5.0,53.0,2.04
ECL,Ecolab,2022,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,156.0,3.81,40.94,16.0,23.0,0.54,7.0,4.5,57.5,2.04
ECL,Ecolab,2023,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,214.0,4.79,44.68,18.5,24.0,0.52,8.0,5.5,57.5,2.08
ECL,Ecolab,2024,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,234.0,7.37,31.75,26.5,26.5,0.5,9.5,7.0,60.0,2.44
ECL,Ecolab,2025,247.62,280.0,210.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,246.0,7.28,33.79,25.0,28.0,0.5,10.5,8.0,64.0,2.64
ED,Consolidated Edison,2015,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,67.0,3.31,20.24,8.5,39.0,0.47,7.5,1.0,36.5,2.6
ED,Consolidated Edison,2016,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,76.5,3.51,21.79,9.0,40.5,0.48,8.0,1.2,36.0,2.68
ED,Consolidated Edison,2017,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,84.5,3.34,25.3,8.0,42.0,0.49,8.5,1.0,35.5,2.76
ED,Consolidated Edison,2018,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,79.5,4.34,18.32,10.0,43.5,0.5,9.0,1.2,36.0,2.86
ED,Consolidated Edison,2019,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,88.5,4.57,19.37,10.5,45.5,0.51,9.5,1.5,38.0,2.96
ED,Consolidated Edison,2020,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,91.0,4.17,21.82,9.5,47.0,0.52,10.0,2.0,36.5,3.06
ED,Consolidated Edison,2021,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,90.5,5.02,18.03,11.0,48.5,0.53,10.5,2.5,38.5,3.1
ED,Consolidated Edison,2022,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,84.0,5.65,14.87,12.0,50.0,0.54,11.0,2.5,42.0,3.16
ED,Consolidated Edison,2023,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,91.0,7.25,12.55,14.5,51.5,0.55,12.5,4.0,46.0,3.24
ED,Consolidated Edison,2024,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,97.5,5.26,18.54,10.0,52.5,0.56,11.0,2.0,42.5,3.3
ED,Consolidated Edison,2025,111.34,108.0,85.0,130.0,Hold,2026-05-30T12:35:17.805760+00:00,107.0,5.66,18.9,10.5,55.0,0.57,11.5,2.0,44.0,3.4
ELFY,ALPS Electrification Infrastructure ETF,2019,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2020,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2021,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2022,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2023,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,29.1,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2024,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,30.4,,,,,,,,,
ELFY,ALPS Electrification Infrastructure ETF,2025,38.5,,,,Thematic ETF,2026-05-30T12:35:17.805760+00:00,38.5,,,,,,,,,
EOG,EOG Resources,2015,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,73.3,-1.57,-46.69,,24.0,0.22,5.0,0.5,20.0,0.67
EOG,EOG Resources,2016,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,95.7,-1.13,-84.69,,21.5,0.22,4.0,-1.0,14.5,0.67
EOG,EOG Resources,2017,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,106.2,3.4,31.24,7.0,24.0,0.2,7.5,2.5,20.0,0.67
EOG,EOG Resources,2018,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,116.9,6.08,19.23,12.0,29.5,0.18,12.0,6.5,31.0,0.89
EOG,EOG Resources,2019,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,100.0,6.8,14.71,13.0,34.0,0.18,12.0,6.0,28.5,1.13
EOG,EOG Resources,2020,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,62.0,-1.94,-31.96,-4.0,29.0,0.2,5.0,-0.5,15.5,1.13
EOG,EOG Resources,2021,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,103.7,8.17,12.69,15.0,34.5,0.16,15.0,9.0,31.0,1.65
EOG,EOG Resources,2022,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,137.7,17.77,7.75,27.5,45.0,0.12,24.0,17.0,55.0,4.82
EOG,EOG Resources,2023,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,127.5,14.35,8.89,22.0,52.5,0.12,20.0,14.0,44.0,5.6
EOG,EOG Resources,2024,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,135.0,11.25,12.0,17.0,58.0,0.12,18.0,12.5,41.0,6.12
EOG,EOG Resources,2025,140.26,152.45,110.0,200.0,Buy,2026-05-30T12:35:17.805760+00:00,122.0,9.12,13.38,13.5,62.0,0.12,16.0,11.0,36.5,6.28
EQIX,Equinix,2015,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,270.0,2.84,95.07,3.5,60.0,0.52,22.0,10.0,90.0,6.4
EQIX,Equinix,2016,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,349.0,5.17,67.5,6.0,75.0,0.54,27.0,13.0,105.0,7.6
EQIX,Equinix,2017,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,448.0,5.68,78.87,5.5,80.0,0.56,30.0,14.0,120.0,8.8
EQIX,Equinix,2018,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,372.0,8.4,44.29,7.0,90.0,0.58,36.0,16.0,140.0,10.0
EQIX,Equinix,2019,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,590.0,10.84,54.43,8.0,105.0,0.58,42.0,18.0,160.0,11.6
EQIX,Equinix,2020,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,727.0,15.41,47.18,10.0,120.0,0.62,46.0,20.0,180.0,13.2
EQIX,Equinix,2021,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,814.0,11.26,72.29,7.0,130.0,0.64,50.0,18.0,200.0,14.8
EQIX,Equinix,2022,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,620.0,-0.14,-4428.57,,120.0,0.66,52.0,14.0,215.0,16.8
EQIX,Equinix,2023,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,785.0,8.49,92.46,5.0,128.0,0.65,54.0,16.0,220.0,18.8
EQIX,Equinix,2024,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,899.0,8.49,105.89,5.0,130.0,0.65,58.0,18.0,230.0,20.48
EQIX,Equinix,2025,1062.0,1093.43,798.0,1250.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,998.0,13.76,72.53,7.5,136.0,0.64,64.0,20.0,242.0,22.04
ETN,Eaton Corporation,2015,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,55.0,4.74,11.6,14.0,32.0,0.38,6.0,4.5,53.0,2.1
ETN,Eaton Corporation,2016,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,60.0,4.86,12.35,14.5,32.5,0.38,6.5,5.0,50.0,2.2
ETN,Eaton Corporation,2017,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,73.0,5.06,14.43,15.0,33.0,0.4,7.0,5.5,50.5,2.38
ETN,Eaton Corporation,2018,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,65.0,5.5,11.82,16.5,34.0,0.42,7.5,6.0,55.0,2.64
ETN,Eaton Corporation,2019,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,88.0,5.24,16.79,15.0,34.5,0.44,7.0,5.5,54.0,2.94
ETN,Eaton Corporation,2020,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,114.5,4.32,26.5,12.5,35.0,0.44,6.5,5.0,50.0,3.0
ETN,Eaton Corporation,2021,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,159.5,5.76,27.69,16.0,36.5,0.46,8.5,7.0,56.5,3.0
ETN,Eaton Corporation,2022,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,165.0,7.53,21.91,20.0,38.0,0.48,10.0,8.0,64.5,3.12
ETN,Eaton Corporation,2023,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,225.0,8.97,25.08,22.5,40.5,0.48,12.0,10.0,64.5,3.4
ETN,Eaton Corporation,2024,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,344.0,9.5,36.21,21.0,44.0,0.48,12.5,10.5,66.5,3.76
ETN,Eaton Corporation,2025,348.0,390.0,260.0,520.0,Buy,2026-05-30T12:35:17.805760+00:00,348.0,10.45,33.3,21.0,48.0,0.48,13.5,11.0,70.5,4.16
EXC,Exelon,2015,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,28.0,1.86,15.05,6.0,30.0,0.5,5.5,0.5,23.0,1.24
EXC,Exelon,2016,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,35.5,2.04,17.4,6.5,31.0,0.52,6.0,0.8,22.0,1.24
EXC,Exelon,2017,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,40.5,2.78,14.57,8.5,33.0,0.53,6.5,1.0,24.5,1.31
EXC,Exelon,2018,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,44.0,-2.54,-17.32,-7.0,28.0,0.54,6.0,0.5,24.0,1.45
EXC,Exelon,2019,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,47.5,1.77,26.84,5.5,30.5,0.55,6.5,1.0,25.0,1.53
EXC,Exelon,2020,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,40.5,1.84,22.01,5.5,32.0,0.56,7.0,1.5,24.5,1.53
EXC,Exelon,2021,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,45.5,1.65,27.58,5.0,33.0,0.57,7.5,2.0,22.0,1.34
EXC,Exelon,2022,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,44.5,2.31,19.26,7.0,34.0,0.58,7.0,1.5,25.0,1.41
EXC,Exelon,2023,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,38.5,2.34,16.45,7.0,35.5,0.58,7.5,2.0,23.5,1.45
EXC,Exelon,2024,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,42.5,2.45,17.35,7.5,33.5,0.59,7.5,2.0,22.0,1.53
EXC,Exelon,2025,43.9,49.0,40.0,60.0,Hold,2026-05-30T12:35:17.805760+00:00,47.0,2.73,17.22,8.0,35.0,0.6,8.0,2.2,23.0,1.57
FCX,Freeport-McMoRan,2015,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,7.2,-3.98,-1.81,,7.0,0.52,1.0,-1.0,8.0,0.2
FCX,Freeport-McMoRan,2016,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,11.7,-0.59,-19.83,,7.0,0.54,1.5,0.0,7.5,0.2
FCX,Freeport-McMoRan,2017,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,17.5,0.93,18.82,5.5,8.5,0.52,2.5,1.0,9.5,0.2
FCX,Freeport-McMoRan,2018,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,11.7,1.31,8.93,7.5,10.5,0.48,3.0,1.5,11.5,0.3
